ICAO,NAME,ST,LAT,LON
KTIF,THEDFORD/THOMAS CTY,NE,41.96,-100.57
KTQE,TEKAMAH,NE,41.77,-96.18
KVTN,VALENTINE,NE,42.87,-100.55
KAFN,JAFFREY,NH,42.8,-72
KASH,NASHUA/BOIRE FLD,NH,42.78,-71.52
KBML,BERLIN,NH,44.58,-71.18
KCON,CONCORD,NH,43.2,-71.5
KDAW,ROCHESTER,NH,43.28,-70.92
KEEN,KEENE,NH,42.9,-72.27
KHIE,WHITEFIELD,NH,44.37,-71.55
KLCI,LACONIA,NH,43.57,-71.43
KLEB,LEBANON,NH,43.63,-72.32
KMHT,MANCHESTER,NH,42.93,-71.43
KMWN,MT. WASHINGTON,NH,44.27,-71.3
KPSM,PORTSMOUTH,NH,43.08,-70.82
K12N,ANDOVER,NJ,41.02,-74.73
KACY,ATLANTIC CITY,NJ,39.45,-74.57
KBLM,BELMAR-FARMDALE,NJ,40.18,-74.13
KCDW,CALDWELL,NJ,40.87,-74.28
KEWR,NEWARK,NJ,40.7,-74.17
KFWN,SUSSEX,NJ,41.2,-74.63
KMIV,MILLVILLE,NJ,39.37,-75.07
KMMU,MORRISTOWN,NJ,40.8,-74.42
KSMQ,SOMERSET,NJ,40.62,-74.67
KTEB,TETERBORO,NJ,40.85,-74.05
KTTN,TRENTON,NJ,40.28,-74.82
KVAY,MOUNT HOLLY,NJ,39.94,-74.84
KWRI,MCGUIRE AFB,NJ,40.02,-74.6
KWWD,WILDWOOD,NJ,39.02,-74.92
KABQ,ALBUQUERQUE,NM,35.05,-106.62
KAEG,DOUBLE EAGLE ARPT.,NM,35.14,-106.8
KALM,ALAMOGORDO,NM,32.83,-106
KATS,ARTESIA,NM,32.91,-104.5
KCAO,CLAYTON,NM,36.45,-103.15
KCNM,CARLSBAD,NM,32.33,-104.27
KCQC,CLINES CORNERS,NM,35,-105.55
KCVN,CLOVIS,NM,34.42,-103.08
KCVS,CANNON AFB,NM,34.38,-103.32
KDMN,DEMING,NM,32.26,-107.72
KFMN,FARMINGTON,NM,36.75,-108.23
KGNT,GRANTS,NM,35.17,-107.9
KGUP,GALLUP,NM,35.52,-108.78
KHMN,HOLLOMAN AFB,NM,32.85,-106.1
KHOB,HOBBS,NM,32.68,-103.2
KLRU,LAS CRUCES,NM,32.28,-106.92
KLVS,LAS VEGAS,NM,35.66,-105.14
KROW,ROSWELL,NM,33.3,-104.53
KRTN,RATON AIRPORT,NM,36.75,-104.5
KSAF,SANTA FE,NM,35.62,-106.08
KSKX,TAOS,NM,36.45,-105.67
KSRR,RUIDOSO,NM,33.47,-105.53
KSVC,SILVER CITY,NM,32.63,-108.17
KTCC,TUCUMCARI,NM,35.18,-103.6
KTCS,TRUTH OR CONSQ.,NM,33.23,-107.27
KBJN,TONOPAH RANGE 74,NV,37.61,-116.26
KDRA,MERCURY,NV,36.62,-116.02
KEKO,ELKO,NV,40.83,-115.78
KELY,ELY,NV,39.28,-114.85
KHND,LAS VEGAS/HENDERSON,NV,35.97,-115.13
KINS,INDIAN SPRINGS GNRY,NV,36.59,-115.67
KLAS,LAS VEGAS,NV,36.08,-115.17
KLOL,LOVELOCK,NV,40.07,-118.55
KLSV,NELLIS AFB,NV,36.25,-115.03
KNFL,FALLON NAS,NV,39.42,-118.7
KP68,EUREKA,NV,39.5,-115.97
KRNO,RENO,NV,39.5,-119.78
KTPH,TONOPAH,NV,38.07,-117.08
KVGT,NORTH LAS VEGAS,NV,36.21,-115.2
KWMC,WINNEMUCA,NV,40.9,-117.8
KALB,ALBANY,NY,42.75,-73.8
KART,WATERTOWN,NY,44,-76.02
KBGM,BINGHAMTON,NY,42.22,-75.98
KBUF,BUFFALO,NY,42.93,-78.73
KDKK,DUNKIRK,NY,42.5,-79.28
KDSV,DANSVILLE,NY,42.57,-77.71
KELM,ELMIRA,NY,42.17,-76.9
KELZ,WELLSVILLE MUNI.,NY,42.11,-77.98
KFOK,WESTHAMPTON BEACH,NY,40.85,-72.63
KFRG,FARMINGDALE,NY,40.73,-73.41
KFZY,FULTON,NY,43.35,-76.38
KGFL,GLENS FALLS,NY,43.35,-73.62
KGTB,FORT DRUM,NY,44.05,-75.73
KHPN,WHITE PLAINS,NY,41.07,-73.72
KHWV,SHIRLEY/BROOKHAVEN,NY,40.82,-72.87
KIAG,NIAGARA FALLS,NY,43.1,-78.95
KISP,ISLIP,NY,40.8,-73.1
KITH,ITHACA,NY,42.48,-76.47
KJFK,NEW YORK-KENNEDY,NY,40.65,-73.78
KJHW,JAMESTOWN,NY,42.15,-79.25
KLGA,NEW YORK-LAGUARDIA,NY,40.77,-73.9
KMGJ,MONTGOMERY,NY,41.51,-74.21
KMSS,MASSENA,NY,44.93,-74.85
KMSV,MONTICELLO,NY,41.7,-74.8
KMTP,MONTAUK,NY,41.07,-71.92
KNYC,NEW YORK CITY,NY,40.78,-73.97
KPBG,PLATTSBURGH AFB,NY,44.65,-73.47
KPEO,PENN YAN,NY,42.64,-77.05
KPOU,POUGHKEEPSIE,NY,41.63,-73.88
KRME,GRIFFISS AFB,NY,43.23,-75.4
KROC,ROCHESTER,NY,43.12,-77.67
KSCH,SCHENECTADY,NY,42.85,-73.95
KSLK,SARANAC LAKE,NY,44.39,-74.2
KSWF,NEWBURGH,NY,41.5,-74.1
KSYR,SYRACUSE,NY,43.12,-76.12
KAKR,AKRON-FULTON,OH,41.04,-81.47
KAOH,LIMA,OH,40.71,-84.02
KBJJ,WOOSTER,OH,40.87,-81.87
KBKL,BURKE LAKEFRNT ARPT,OH,41.52,-81.68
KCAK,AKRON CANTON,OH,40.92,-81.43
KCGF,CUYAHOGA CO ARPT,OH,41.57,-81.48
KCLE,CLEVELAND,OH,41.4,-81.85
KCMH,COLUMBUS,OH,40,-82.88
KDAY,DAYTON,OH,39.9,-84.2
KDFI,DEFIANCE,OH,41.34,-84.43
KFDY,FINDLAY,OH,41.02,-83.67
KFFO,WRIGHT-PATTERSON,OH,39.83,-84.05
KHAO,HAMILTON,OH,39.36,-84.52
KHZY,ASHTABULA,OH,41.78,-80.7
KILN,WILMINGTON,OH,39.42,-83.78
KLCK,RICKENBACKER AFB,OH,39.82,-82.93
KLHQ,LANCASTER,OH,39.75,-82.67
KLPR,LORAIN,OH,41.35,-82.18
KLUK,CINCINNATI/LUNK,OH,39.1,-84.43
KMFD,MANSFIELD,OH,40.82,-82.52
KMGY,DAYTON-WRIGHT BROS.,OH,39.59,-84.23
KMNN,MARION,OH,40.62,-83.06
KOSU,OHIO STATE UNIV.,OH,40.08,-83.07
KPHD,HARRY CLEVER FLD.,OH,40.47,-81.42
KTDZ,TOLEDO-METCALF FLD.,OH,41.56,-83.48
KTOL,TOLEDO,OH,41.6,-83.8
KTZR,COLUMBUS/BOLTON FLD,OH,39.9,-83.13
KVTA,NEWARK,OH,40.02,-82.46
KYNG,YOUNGSTOWN,OH,41.27,-80.67
KZZV,ZANESVILLE,OH,39.95,-81.9
K1F0,ARDMORE DOWNTOWN,OK,34.17,-97.12
KADH,ADA,OK,34.81,-96.67
KADM,ARDMORE,OK,34.3,-97.02
KAQR,ATOKA MUNI ARPT,OK,34.4,-96.15
KAVK,ALVA REGIONAL AIRPT,OK,36.77,-98.67
KAXS,ALTUS/QUARTZ MTN RG,OK,34.7,-99.34
KBVO,BARTLESVILLE,OK,36.75,-96
KCHK,CHICKASHA MUNI ARPT,OK,35.1,-97.97
KCLK,CLINTON RGNL AP,OK,35.54,-98.93
KCQB,CHANDLER MUNI AIRP,OK,35.72,-96.82
KCSM,CLINTON,OK,35.35,-99.2
KCUH,CUSHING MUNI AP,OK,35.95,-96.77
KDUA,EAKER FIELD AIRPORT,OK,33.94,-96.39
KDUC,HALLIBURTON FIELD,OK,34.47,-97.96
KEND,VANCE AFB,OK,36.35,-97.92
KFDR,FREDERICK,OK,34.35,-98.98
KFSI,FORT SILL,OK,34.65,-98.4
KGAG,GAGE,OK,36.3,-99.77
KGCM,CLAREMORE RGNL ARPT,OK,36.29,-95.48
KGMJ,GROVE MUNI AIRPORT,OK,36.61,-94.74
KGOK,GUTHRIE,OK,35.85,-97.42
KGUY,GUYMON,OK,36.69,-101.51
KHBR,HOBART,OK,35,-99.05
KJSV,SALLISAW MUNI ARPT,OK,35.44,-94.8
KJWG,WATONGA AIRPORT,OK,35.86,-98.42
KLAW,LAWTON_MUNI,OK,34.57,-98.42
KLTS,ALTUS AFB,OK,34.65,-99.27
KMKO,MUSKOGEE,OK,35.67,-95.37
KMLC,MCALESTER,OK,34.88,-95.78
KOKC,OKLAHOMA CITY,OK,35.4,-97.6
KOKM,OKMULGEE RGNL ARPT,OK,35.67,-95.95
KOUN,NORMAN  WFO,OK,35.22,-97.45
KPNC,PONCA CITY,OK,36.73,-97.1
KPVJ,PAULS VALLEY MUNI,OK,34.71,-97.22
KPWA,OKLAHOMA CITY,OK,35.53,-97.63
KRKR,POTEAU,OK,35.02,-94.62
KRQO,EL RENO RGNL AP,OK,35.47,-98.01
KRVS,TULSA,OK,36.04,-95.99
KSNL,SHAWNEE MUNI AIRPRT,OK,35.36,-96.94
KSWO,STILLWATER,OK,36.17,-97.08
KTIK,TINKER AFB,OK,35.42,-97.38
KTQH,TAHLEQUAH MUNI ARPT,OK,35.93,-95
KTUL,TULSA,OK,36.2,-95.9
KWDG,ENID,OK,36.38,-97.8
KWWR,WEST WOODWARD,OK,36.43,-99.53
KAST,ASTORIA,OR,46.15,-123.88
KBKE,BAKER,OR,44.83,-117.82
KBNO,BURNS,OR,43.58,-118.95
KBOK,BROOKINGS AP,OR,42.07,-124.29
KCVO,CORVALLIS,OR,44.5,-123.28
KDLS,THE DALLES,OR,45.62,-121.15
KEUG,EUGENE,OR,44.12,-123.22
KHIO,HILLSBORO,OR,45.55,-122.95
KHRI,HERMISTON,OR,45.83,-119.26
KLGD,LA GRANDE,OR,45.47,-118
KLKV,LAKEVIEW,OR,42.17,-120.4
KLMT,KLAMATH FALLS,OR,42.15,-121.73
KMEH,MEACHAM,OR,45.5,-118.4
KMFR,MEDFORD,OR,42.37,-122.87
KMMV,MCMINNVILLE,OR,45.2,-123.13
KONO,ONTARIO,OR,44.02,-117.02
KONP,NEWPORT,OR,44.58,-124.05
KOTH,NORTH BEND,OR,43.42,-124.25
KPDT,PENDLETON,OR,45.68,-118.85
KPDX,PORTLAND,OR,45.6,-122.6
KRBG,ROSEBURG,OR,43.23,-123.37
KRDM,REDMOND,OR,44.27,-121.15
KREO,ROME,OR,42.59,-117.87
KSLE,SALEM,OR,44.92,-123
KSPB,SCAPPOSE,OR,45.78,-122.84
KSXT,SEXTON SUMMIT,OR,42.62,-123.37
KTTD,TROUTDALE,OR,45.55,-122.41
KUAO,AURORA STATE,OR,45.25,-122.77
KABE,ALLENTOWN,PA,40.65,-75.43
KAFJ,WASHINGTON,PA,40.13,-80.28
KAGC,ALLEGHENY CO. ARPT,PA,40.35,-79.93
KAOO,ALTOONA,PA,40.3,-78.32
KAVP,SCRANTON,PA,41.33,-75.73
KBFD,BRADFORD,PA,41.8,-78.63
KBTP,BUTLER_CO.,PA,40.78,-79.95
KBVI,BEAVER FALLS,PA,40.77,-80.4
KCXY,HARRISBURG,PA,40.22,-76.85
KDUJ,DUBOIS,PA,41.18,-78.9
KDYL,DOYLESTOWN,PA,40.33,-75.12
KERI,ERIE,PA,42.08,-80.18
KFIG,CLEARFIELD,PA,41.05,-78.41
KFKL,FRANKLIN,PA,41.38,-79.87
KGKJ,MEADVILLE,PA,41.63,-80.21
KIDI,STEWART FIELD,PA,40.63,-79.1
KIPT,WILLIAMSPORT,PA,41.25,-76.92
KJST,JOHNSTOWN,PA,40.32,-78.83
KLBE,LATROBE,PA,40.28,-79.4
KLNS,LANCASTER,PA,40.12,-76.3
KLOM,PHILADELPHIA/WINGS,PA,40.14,-75.27
KMDT,MIDDLETWN/HARRISB,PA,40.2,-76.77
KMPO,POCONO MNTS MUNI AP,PA,41.14,-75.4
KMUI,MUIR AAF,PA,40.43,-76.57
KNXX,WILLOW GROVE NAS,PA,40.18,-75.13
KPHL,PHILADELPHIA,PA,39.88,-75.25
KPIT,PITTSBURGH,PA,40.5,-80.22
KPNE,N.PHILADELPHIA,PA,40.08,-75.02
KPTW,POTTSTOWN,PA,40.23,-75.56
KRDG,READING,PA,40.38,-75.97
KSEG,SELINSGROVE,PA,40.81,-76.87
KTHV,YORK,PA,39.91,-76.88
KUKT,QUAKERTOWN AP,PA,40.44,-75.38
KUNV,UNIVERSITY PARK,PA,40.85,-77.85
TJBQ,AGUADILLA,PR,18.5,-67.13
TJMZ,MAYAGUEZ,PR,18.27,-67.15
TJNR,ROOSEVELT ROADS,PR,18.25,-65.63
TJPS,PONCE/MERCEDITA,PR,18.02,-66.57
TJSJ,SAN JUAN,PR,18.43,-66
KBID,BLOCK ISL.,RI,41.17,-71.58
KOQU,KINGSTON,RI,41.6,-71.42
KPVD,PROVIDENCE,RI,41.73,-71.43
KSFZ,N CENTRAL STATE ARP,RI,41.92,-71.5
KUUU,NEWPORT,RI,41.53,-71.28
KWST,WESTERLY STATE AIRP,RI,41.35,-71.8
KAND,ANDERSON,SC,34.5,-82.72
KCAE,COLUMBIA,SC,33.95,-81.12
KCEU,CLEMSON,SC,34.67,-82.88
KCHS,CHARLESTON,SC,32.9,-80.03
KCRE,N.MYRTLE BEACH,SC,33.82,-78.72
KCUB,COLUMBIA-OWENS ARPT.,SC,33.97,-80.99
KFLO,FLORENCE,SC,34.18,-79.72
KGMU,GREENVILLE,SC,34.85,-82.35
KGRD,GREENWOOD,SC,34.24,-82.15
KGSP,GREENVILLE-SPART.,SC,34.9,-82.22
KHXD,HILTON HEAD AWOS,SC,32.22,-80.7
KMMT,MCENTIRE ANGB,SC,33.92,-80.8
KMYR,MYRTLE BEACH AFB,SC,33.68,-78.93
KNBC,BEAUFORT MCAS,SC,32.48,-80.72
KOGB,ORANGEBURG,SC,33.46,-80.85
KSSC,SUMTER/SHAW AFB,SC,33.97,-80.48
KUDG,DARLINGTON,SC,34.45,-79.88
KUZA,ROCK HILL,SC,34.98,-81.06
K2WX,BUFFALO,SD,45.6,-103.55
K8D3,SISSETON,SD,45.68,-96.99
K9V9,CHAMBERLAIN,SD,43.77,-99.32
KABR,ABERDEEN,SD,45.45,-98.43
KATY,WATERTOWN,SD,44.92,-97.15
KBKX,BROOKINGS,SD,44.3,-96.8
KCUT,CUSTER,SD,43.73,-103.62
KD07,FAITH,SD,45.03,-102.02
KFSD,SIOUX FALLS,SD,43.57,-96.73
KHON,HURON,SD,44.38,-98.22
KICR,WINNER WILEY FIELD,SD,43.39,-99.84
KIEN,PINE RIDGE,SD,43.03,-102.52
KMBG,MOBRIDGE,SD,45.55,-100.41
KMHE,MITCHELL,SD,43.77,-98.04
KPHP,PHILIP,SD,44.05,-101.6
KPIR,PIERRE,SD,44.38,-100.28
KRAP,RAPID CITY,SD,44.05,-103.07
KRCA,ELLSWORTH AFB,SD,44.15,-103.1
KYKN,YANKTON,SD,42.92,-97.38
KBNA,NASHVILLE,TN,36.12,-86.68
KCHA,CHATTANOOGA,TN,35.03,-85.2
KCKV,CLARKSVILLE,TN,36.62,-87.41
KCSV,CROSSVILLE,TN,35.95,-85.08
KDYR,DYERSBURG,TN,36.02,-89.4
KMEM,MEMPHIS,TN,35.05,-90
KMKL,JACKSON,TN,35.6,-88.92
KMQY,SMYRNA,TN,36,-86.5
KNQA,MEMPHIS NAS,TN,35.35,-89.87
KOQT,OAK RIDGE,TN,36.02,-84.23
KTRI,BRISTOL,TN,36.48,-82.4
KTYS,KNOXVILLE,TN,35.82,-83.98
K11R,BRENHAM,TX,30.22,-96.37
K3T5,FAYETTE RGNL AIR,TX,29.91,-96.95
K6R6,TERREL COUNTY ARPT.,TX,30.05,-102.21
KABI,ABILENE,TX,32.42,-99.68
KACT,WACO,TX,31.62,-97.22
KADS,DALLAS/ADDISON,TX,32.97,-96.83
KAFW,FT WORTH/ALLIANCE,TX,32.97,-97.32
KALI,ALICE,TX,27.73,-98.03
KAMA,AMARILLO,TX,35.23,-101.7
KAQO,LLANO MUNI ARPT,TX,30.78,-98.66
KATT,AUSTIN CITY,TX,30.29,-97.7
KAUS,AUSTIN/BERGSTROM,TX,30.22,-97.67
KBAZ,NEW BRAUNFELS,TX,29.72,-98.05
KBBD,BRADY/CURTIS FIELD,TX,31.18,-99.32
KBGD,BORGER,TX,35.7,-101.4
KBKS,FALFURRIAS,TX,27.21,-98.12
KBMQ,BURNET,TX,30.73,-98.23
KBPG,BIG SPRING,TX,32.21,-101.52
KBPT,PORT ARTHUR,TX,29.95,-94.02
KBRO,BROWNSVILLE,TX,25.9,-97.43
KBWD,BROWNWOOD RGNL AP,TX,31.79,-98.96
KBYY,BAY CITY MUNI AP,TX,28.97,-95.86
KCDS,CHILDRESS,TX,34.43,-100.28
KCLL,COLLEGE STATION,TX,30.58,-96.37
KCOT,COTULLA,TX,28.45,-99.22
KCPT,CLEBURNE MUNI ARPT,TX,32.35,-97.43
KCRP,CORPUS CHRISTI,TX,27.77,-97.5
KCRS,CORSICANA,TX,32.03,-96.4
KCXO,CONROE,TX,30.35,-95.41
KDAL,DALLAS,TX,32.85,-96.85
KDFW,DALLAS-FT. WORTH,TX,32.9,-97.03
KDHT,DALHART,TX,36.02,-102.55
KDKR,CROCKETT/HOUSTON CO,TX,31.31,-95.4
KDLF,LAUGHLIN AFB,TX,29.37,-100.78
KDRT,DEL RIO,TX,29.37,-100.92
KDTO,DENTON,TX,33.2,-97.2
KDUX,DUMAS/MOORE COUNTY,TX,35.86,-102.01
KDWH,HOUSTON/D.W.HOOKS,TX,30.07,-95.55
KDYS,DYESS AFB,TX,32.43,-99.85
KE38,ALPINE-CASPARIS,TX,30.38,-103.68
KEBG,EDINBURG INTL ARPT,TX,26.44,-98.13
KECU,ROCKSPRINGS/EDWARDS,TX,29.95,-100.17
KEFD,ELLINGTON AFB,TX,29.62,-95.17
KELP,EL PASO,TX,31.8,-106.4
KERV,KERRVILLE MUNI AP,TX,29.98,-99.09
KF05,VERNON/WILBERGER CO,TX,34.23,-99.28
KFST,FT. STOCKTON,TX,30.92,-102.92
KFTW,FT. WORTH,TX,32.82,-97.35
KFWS,FT. WORTH/SPINKS,TX,32.57,-97.31
KGDJ,GRANBURY MUNI ARPT,TX,32.44,-97.82
KGDP,GUADALUPE PASS,TX,31.83,-104.8
KGGG,LONGVIEW,TX,32.38,-94.72
KGKY,ARLINGTON,TX,32.66,-97.1
KGLE,GAINESVILLE MUNI,TX,33.65,-97.2
KGLS,GALVESTON,TX,29.27,-94.87
KGNC,GAINES COUNTY APRT,TX,32.68,-102.65
KGOP,GATESVILLE/CITY-CNT,TX,31.42,-97.8
KGPM,GRAND PRAIRIE MUNI,TX,32.7,-97.05
KGRK,ROBERT GRAY AAF,TX,31.07,-97.83
KGTU,GEORGETOWN,TX,30.68,-97.68
KGVT,GREENVILLE/MAJORS,TX,33.07,-96.07
KGYB,GIDDINGS-LEE CNTY A,TX,30.17,-96.98
KGYI,DENISON,TX,33.7,-96.67
KHBV,HEBBRONVILLE/JIM HO,TX,27.35,-98.74
KHDO,HONDO,TX,29.35,-99.17
KHHF,CANADIAN/HEMPHILL,TX,35.9,-100.4
KHLR,HOOD AAF,TX,31.15,-97.72
KHOU,HOUSTON/HOBBY AP,TX,29.65,-95.28
KHQZ,MESQUITE METRO AP,TX,32.75,-96.53
KHRL,HARLINGEN,TX,26.23,-97.67
KHYI,SAN MARCOS,TX,29.9,-97.87
KIAH,HOUSTON,TX,29.97,-95.35
KILE,KILLEEN/MUNI,TX,31.08,-97.68
KINJ,HILLSBORO MUNI ARPT,TX,32.08,-97.1
KINK,WINK,TX,31.78,-103.2
KJAS,JASPER/JASPER CO AP,TX,30.89,-94.03
KJCT,JUNCTION,TX,30.5,-99.75
KJDD,WOOD CNTY ARPT,TX,32.74,-95.5
KJSO,JACKSONVILLE,TX,31.87,-95.22
KJWY,MIDLOTHIAN,TX,32.46,-96.91
KJXI,FOX STEPHENS FIELD/,TX,32.7,-94.95
KLBB,LUBBOCK,TX,33.65,-101.82
KLBR,CLARKSVILLE,TX,33.59,-95.06
KLBX,ANGLETON,TX,29.12,-95.46
KLFK,LUFKIN,TX,31.23,-94.75
KLHB,HEARNE MUNI ARPT,TX,30.87,-96.62
KLNC,LANCASTER ARPT,TX,32.58,-96.72
KLRD,LAREDO AFB,TX,27.53,-99.47
KLUD,DECATUR MUNI AP,TX,33.25,-97.58
KLVJ,HOUSTON/CLOVER FLD.,TX,29.53,-95.23
KMAF,MIDLAND,TX,31.95,-102.18
KMDD,MIDLAND AIRPARK,TX,32.04,-102.1
KMFE,MCALLEN,TX,26.18,-98.23
KMKN,COMANCHE CNTY-CITY,TX,31.92,-98.6
KMRF,MARFA,TX,30.37,-104.02
KMWL,MINERAL WELLS,TX,32.78,-98.07
KNFW,FORT WORTH NAS,TX,32.77,-97.43
KNGP,CORPUS CHRISTI NAS,TX,27.7,-97.28
KNQI,KINGSVILLE NAS,TX,27.5,-97.82
KOCH,NACOGDOCHES,TX,31.58,-94.72
KODO,ODESSA,TX,31.92,-102.39
KORG,ORANGE/ORANGE CO AP,TX,30.07,-93.8
KOSA,MOUNT PLEASANT RGNL,TX,33.1,-94.96
KPEQ,PECOS MUNICIPAL AIR,TX,31.38,-103.51
KPIL,PORT ISABEL,TX,26.17,-97.33
KPKV,CALHOUN CNTY ARPT,TX,28.65,-96.68
KPPA,PAMPA/PERRY LEFORS,TX,35.61,-101
KPRX,PARIS,TX,33.63,-95.45
KPSN,PALESTINE MUNI ARPT,TX,31.78,-95.71
KPSX,PALACIOS,TX,28.72,-96.25
KPVW,PLAINVIEW/HALE CO,TX,34.17,-101.72
KPWG,MCGREGOR,TX,31.48,-97.32
KPYX,PERRYTON/OCHILTREE,TX,36.41,-100.75
KRAS,PORT ARANSAS/MUSTAN,TX,27.81,-97.09
KRBD,DALLAS/REDBIRD,TX,32.68,-96.87
KRBO,ROBSTOWN NUECES COU,TX,27.78,-97.69
KRKP,ROCKPORT,TX,28.08,-97.05
KRND,RANDOLPH AFB,TX,29.53,-98.28
KRPH,GRAHAM MUNI AP,TX,33.11,-98.56
KRWV,CALDWELL MUNI AP,TX,30.52,-96.7
KSAT,SAN ANTONIO,TX,29.53,-98.47
KSEP,STEPHENVILLE/CLARK,TX,32.22,-98.18
KSGR,SUGARLAND/HULL FLD,TX,29.62,-95.66
KSJT,SAN ANGELO,TX,31.37,-100.5
KSKF,KELLY AFB,TX,29.38,-98.58
KSLR,SULPHUR SPRINGS MUN,TX,33.16,-95.62
KSNK,SNYDER/WINSTON,TX,32.69,-100.95
KSOA,SONORA MUNI ARPT,TX,30.59,-100.65
KSPS,WITCHITA FALLS,TX,33.97,-98.48
KSSF,SAN ANTONIO/STIN,TX,29.33,-98.48
KSWW,SWEETWATER/AVENGER,TX,32.47,-100.47
KT65,MID VALLEY ARPT,TX,26.18,-97.97
KT82,FREDERICKSBURG,TX,30.24,-98.91
KTKI,MCKINNEY,TX,33.18,-96.59
KTPL,TEMPLE,TX,31.15,-97.42
KTRL,TERRELL,TX,32.71,-96.27
KTYR,TYLER,TX,32.37,-95.4
KUTS,HUNTSVILLE,TX,30.75,-95.58
KUVA,UVALDE/GARNER FLD A,TX,29.21,-99.74
KVCT,VICTORIA,TX,28.85,-96.92
KXBP,BRIDGEPORT MUNI ARP,TX,33.18,-97.83
K4BL,BLANDING,UT,37.62,-109.47
K4HV,HANKSVILLE,UT,38.37,-110.72
KBCE,BRYCE CANYON,UT,37.7,-112.15
KCDC,CEDAR CITY,UT,37.7,-113.1
KCNY,MOAB,UT,38.77,-109.75
KENV,WENDOVER,UT,40.73,-114.03
KHIF,HILL AFB,UT,41.12,-111.97
KLGU,LOGAN,UT,41.78,-111.85
KMLF,MILFORD,UT,38.43,-113.02
KOGD,OGDEN,UT,41.18,-112.02
KPUC,PRICE,UT,39.62,-110.75
KPVU,PROVO,UT,40.22,-111.72
KSGU,ST. GEORGE,UT,37.1,-113.6
KSLC,SALT LAKE CITY,UT,40.77,-111.97
KVEL,VERNAL,UT,40.45,-109.52
K6V3,RICHLANDS/TAZEWELL,VA,37.06,-81.8
KAKQ,WAKEFIELD,VA,36.98,-77
KAVC,MECKLENBURG-BRUNSW,VA,36.69,-78.05
KBCB,VIRGINIA_TECH_ARPT,VA,37.22,-80.42
KCHO,CHARLOTTESVILLE,VA,38.13,-78.45
KCJR,CULPEPPER,VA,38.53,-77.86
KCPK,CHESAPEAKE,VA,36.66,-76.32
KDAA,FORT BELVOIR,VA,38.72,-77.18
KDAN,DANVILLE,VA,36.57,-79.33
KEMV,EMPORIA-GREENSVILLE,VA,36.69,-77.48
KEZF,SHANNON_ARPT,VA,38.27,-77.45
KFAF,FORT EUSTIS,VA,37.13,-76.62
KFKN,FRANKLIN/J_B_ROSE,VA,36.7,-76.9
KFVX,FARMVILLE,VA,37.35,-78.43
KFYJ,MIDDLE PENINSULA RG,VA,37.52,-76.76
KHEF,MANASSAS,VA,38.72,-77.52
KHLX,HILLSVILLE,VA,36.77,-80.82
KHSP,HOT SPRINGS,VA,37.95,-79.82
KIAD,WASH-DULLES,VA,38.95,-77.45
KJGG,WILLIAMSBURG,VA,37.24,-76.72
KJYO,LEESBURG/GODFREY,VA,39.08,-77.57
KLFI,LANGLEY AFB,VA,37.08,-76.35
KLKU,LOUISA COUNTY,VA,38.01,-77.97
KLNP,WISE/LONESOME_PINE,VA,36.98,-82.53
KLYH,LYNCHBURG,VA,37.33,-79.2
KMFV,MELFA/ACCOMACK_ARPT,VA,37.65,-75.77
KMKJ,MARION/WYTHEVILLE,VA,36.9,-81.35
KMTV,MARTINSVILLE,VA,36.63,-80.02
KNGU,NORFOLK NAS,VA,36.93,-76.28
KNTU,OCEANA NAS,VA,36.82,-76.03
KNYG,QUANTICO MCAS,VA,38.5,-77.3
KOFP,RICHMOND/HANOVER,VA,37.7,-77.43
KOKV,WINCHESTER_RGNL,VA,39.15,-78.15
KOMH,ORANGE,VA,38.25,-78.05
KORF,NORFOLK,VA,36.9,-76.2
KPHF,NEWPORT NEWS,VA,37.13,-76.5
KPSK,DUBLIN/NEW_RIV_VLLY,VA,37.13,-80.68
KPTB,PETERSBURG,VA,37.18,-77.52
KRIC,RICHMOND,VA,37.5,-77.33
KRMN,STAFFORD RGNL ARPT,VA,38.4,-77.46
KROA,ROANOKE,VA,37.32,-79.97
KSFQ,SUFFOLK,VA,36.68,-76.6
KSHD,STAUNTON,VA,38.27,-78.85
KVJI,ABINGTON,VA,36.68,-82.03
KWAL,WALLOPS ISLAND,VA,37.93,-75.47
TIST,ST. THOMAS,VI,18.33,-64.97
TISX,CHRISTIANSTED,VI,17.7,-64.8
K1V4,ST.JOHNSBURY,VT,44.42,-72.02
KBTV,BURLINGTON,VT,44.47,-73.15
KDDH,BENNINGTON,VT,42.89,-73.25
KMPV,MONTPELIER,VT,44.2,-72.57
KMVL,MORRISVILLE,VT,44.53,-72.62
KRUT,RUTLAND,VT,43.53,-72.95
KVSF,SPRINGFIELD,VT,43.33,-72.52
KALW,WALLA WALLA,WA,46.1,-118.28
KAWO,ARLINGTON_MUNI,WA,48.17,-122.17
KBFI,BOEING FIELD,WA,47.53,-122.3
KBLI,BELLINGHAM,WA,48.8,-122.53
KBVS,SKAGIT RGNL ARPT,WA,48.47,-122.42
KCLM,PORT ANGELES,WA,48.12,-123.5
KDEW,DEER PARK,WA,-47.97,-117.41
KEAT,WENATCHEE,WA,47.4,-120.2
KELN,ELLENSBURG,WA,47,-120.52
KEPH,EPHRATA,WA,47.32,-119.52
KFHR,FRIDAY HARBOR,WA,48.52,-123.02
KGEG,SPOKANE,WA,47.63,-117.53
